timestamp,input_url,source_host,score,verdict,title,description,author,print_time_ai,material_ai,downloads,likes,search_volume,search_trend,etsy_listings,etsy_avg_price,market_insight,sell_price,units_per_month,gross_revenue,print_cost,etsy_fees,net_profit,manufacturing_verdict,is_3d_optimal,printing_advantage,etsy_ban_risk,etsy_ban_reason,legal_risk,legal_desc,copyright_risk,copyright_desc,best_platform,category,marketplace,price_range,print_time_input,material_input,seller_goal,printer_count,printer_type,experience,weekly_time,active_markets,social_media,sell_from,sell_to,legal_flags
2026-05-03T13:24:10.477Z,https://makerworld.com/models/1802799?appSharePlatform=copy,makerworld.com/models/1802799,52,Marginal — needs a unique angle,Flow Pot — Two-Part Self-Draining Planter,"A two-part geometric planter with integrated drainage reservoir base, printable in PETG, ASA, or matte PLA, scalable from 33–150% for small to medium plants. Clean, minimal aesthetic suited to modern interiors and tabletop use.",User-536,3.5h,"~90g PETG (estimated for both parts at 15% infill, 2 walls)",,,9400,↑ 12% YoY,4800,€22,"<b>Search volume for geometric and succulent planters is solid at ~9,400 searches/month</b>, with demand peaking Nov–Dec as a gift item. However, competition is rated High — Etsy already has thousands of 3D-printed planter listings, and a plain square profile without a character, animal, or personalisation hook struggles to stand out. <b>Buyer perception of 3D-printed planters is mixed</b>: buyers who find them accept the FDM aesthetic, but premium buyers expect terracotta or ceramic. <b>The self-draining reservoir base is a genuine functional differentiator</b> that should be foregrounded in the title and photos, as it solves a real pain point (overwatering) that competitors often ignore.",€12.00,24,288,57,30,201,"Works, but has limits",TRUE,"Zero tooling — scale the same file to 33–150% to serve multiple plant sizes from a single listing, testing market demand at €0 upfront cost",high,"The model is licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 (CC BY-NC-SA 4.0), which explicitly prohibits commercial use — selling printed copies on Etsy violates this license and contradicts Etsy's March 2026 policy requiring sellers",,,,,,decor,etsy,5-15,,,side-hustle,,,new,,,,IT,WORLDWIDE,none
2026-05-03T13:24:57.714Z,https://makerworld.com/models/1802799?appSharePlatform=copy,makerworld.com/models/1802799,52,Marginal — needs a unique angle,Flow Pot,"A two-part 3D printed square planter with a self-watering drainage reservoir base, designed for indoor and outdoor use. Features a sleek, minimal aesthetic with optional fuzzy-skin texture finish.",User-536,3.5h,~85g PETG (estimated),,,9400,↑ 12% YoY,18000,€22,"<b>Search volume is solid at ~9,400/month</b>, but competition is high with 18,000+ Etsy listings — generic square planters are the hardest sub-niche to break into without a distinct hook. <b>Seasonality peaks November–December</b> as a gift item, and a secondary spring spike occurs in March–April when buyers prep for outdoor planting season. Buyer perception of 3D-printed planters is mixed — <b>fuzzy-skin PETG or matte ASA finishes significantly close the gap</b> versus mass-produced ceramics, but photography quality is the single biggest conversion lever for a new Italian seller targeting US buyers.",€11.00,35,385,60,46,279,"Works, but has limits",TRUE,"Zero tooling — the two-part drainage-reservoir design with scalable sizing (33–150%) can be tested and iterated at €0 upfront, impossible to replicate cost-effectively with injection moulding at low volumes.",high,"The model is licensed under Creative Commons Attribution-Noncommercial-Share Alike 4.0 (CC BY-NC-SA 4.0), which explicitly prohibits commercial use — selling prints on Etsy violates this license and, under Etsy's March 2026 policy requiring appropriate commercial licensing for resold prints, creates a real suspension risk. Contact the designer at jeremy@moredev.com to request a separate commercial/print-for-sale license before listing.",medium,"As an EU seller (Italy) shipping worldwide, GPSR (EU General Product Safety Regulation, December 2024) requires a Declaration of Conformity and an EU Responsible Person on file — as the seller is based in Italy this is self-fulfillable, but the declaration must be prepared before listing. Shipping to the USA does not trigger CPSC requirements for a decorative planter with no children's or food-contact claim, but California Prop 65 warnings are advisable if using PETG or ASA containing additives.",low,"The Flow Pot is an original design by User-536 (Jeremy, moredev.com)",,decor,etsy,5-15,,,side-hustle,,,new,,,,IT,WORLDWIDE,none
2026-05-03T13:25:25.535Z,https://makerworld.com/models/1802799?appSharePlatform=copy,makerworld.com/models/1802799,55,Marginal — needs a unique angle,Flow Pot — Two-Part Planter with Water Reservoir Base,"A sleek, square-profile 3D-printed planter in two parts — a pot and a self-contained water-reservoir base — designed for indoor or outdoor use. Scalable from 33% to 150% and optimised for PETG, ASA, or matte PLA with fuzzy skin finish.",User-536,3.5h,"~95g PETG (estimated for full two-plate print at 15% infill, 2 walls)",,,9400,↑ 12% YoY,18000,€22,"<b>Demand is real but competition is fierce</b> — 'geometric planter' and 'succulent pot' together pull ~9,400 searches/month on Etsy, yet 18,000+ active listings mean discoverability for a new seller will be very low without strong SEO differentiation. <b>Buyer perception is mixed</b>: shoppers in this category expect a premium handcrafted feel, and FDM layer lines on a simple square form can undercut perceived value unless a fuzzy-skin or matte finish is used, as the designer recommends. <b>Seasonal spikes in November–December</b> (gifting season) offer a short window for a new seller to gain first reviews, but 3.5h print time on a single printer caps monthly output at roughly 80–90 saleable units before accounting for fulfilment time.",€12.00,28,336,63,40,233,"Works, but has limits",TRUE,"Zero tooling — the two-part reservoir design and scalable geometry can be offered in multiple sizes (33%–150%) with no retooling cost, letting a solo seller differentiate on size variety that injection-moulded commodity pots cannot match at low volume.",,,,,,,,decor,etsy,5-15,,,side-hustle,,,new,,,,IT,WORLDWIDE,none
2026-05-03T13:27:08.823Z,https://makerworld.com/models/597768?appSharePlatform=copy,makerworld.com/models/597768,38,Don't sell — niche too narrow,Wall Frame for mATX Motherboard,"A two-part 3D-printed wall mount frame designed to display a micro-ATX motherboard as wall art or a decorative piece. Intended for dead/non-functional hardware only, assembled with M3 screws and nails.",User-536,1.2h,~80g PLA (estimated for two-part frame),,,320,→ Stable,45,€14,"<b>The addressable audience is extremely narrow</b> — this product sits at the intersection of PC hardware enthusiasts, upcycling/decor interest, and Etsy shopping behaviour, which is a very small Venn diagram. Etsy's buyer base skews 58% female and gift-oriented, while this product targets a predominantly male, technically-minded niche. <b>Competition is low but so is demand</b> — fewer than 50 active Etsy listings suggests the market exists but has never scaled, likely because organic search volume is too low to drive consistent sales without paid promotion. Seasonality is flat with no meaningful gifting or seasonal spike.",€10.00,18,180,62,23,95,Ideal method,TRUE,"Zero tooling — the mATX-specific geometry and split-part design can be produced at zero upfront cost, which is essential given the tiny addressable market that could never justify injection-mould investment.",high,"The model is licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 (CC BY-NC-SA 4.0), which explicitly prohibits commercial use — selling physical prints on Etsy constitutes commercial use and directly violates this license, creating a high risk of Etsy listing removal under Etsy's March 2026 reselling and IP policy.",medium,"Selling from Italy to worldwide buyers triggers EU GPSR (General Product Safety Regulation, effective December 2024), requiring a Declaration of Conformity and an EU Responsible Person on record; while this is a decorative item for dead components, the wall-mounting function means it must be assessed for mechanical safety under GPSR before being placed on the EU market.",high,"The design is the original work of User-536 (Jeremy, moredev.com) and is licensed CC BY-NC-SA 4.0 — commercial reproduction without the author's explicit written permission infringes their copyright.",,decor,etsy,5-15,,,side-hustle,,,new,,,,IT,WORLDWIDE,none
2026-05-03T14:09:08.736Z,https://makerworld.com/models/2697675?appSharePlatform=copy,makerworld.com/models/2697675,62,Good for the right audience,Howling Baby Wolf,A 3D-printed wolf figurine that doubles as a functional wind instrument — blow through the mouthpiece to produce a wolf-howl sound and multiple melodic tones via finger holes. Combines novelty collectible appeal with playable acoustic function.,H2Jack Concepts,2.8h,~45g PLA,,2400,3200,→ Stable,420,€16,"<b>Demand for novelty animal whistles and ocarinas on Etsy is steady rather than explosive</b>, with most search volume driven by gift buyers searching terms like 'animal whistle gift', 'wolf toy', or 'novelty flute' — cross-category traffic rather than a single dominant keyword. Competition at ~420 listings is moderate and many are low-quality ceramic or resin imports, meaning a well-photographed 3D-printed version with demonstrated sound quality can stand out. <b>Seasonality peaks around Q4 gifting</b> and back-to-school, but baseline demand exists year-round. Buyer perception of 3D-printed instruments is mixed — audio-visual proof of sound quality (a short video or audio clip in listing) is essential to overcome scepticism about plastic instruments.",€18.00,60,1080,72,113,895,Ideal method,TRUE,"Geometry — the internal acoustic airflow channels and hollow resonating chamber are impossible to injection-mould as a single piece at hobbyist volumes, making 3D printing the only viable production method.",medium,"The scraped page references a membership-based commercial licensing system ('If you would like to sell prints of my models, you can obtain commercial licenses by joining a membership') — this means a paid commercial licence is required before selling prints on Etsy; the file is not freely licensed for commercial use, so verify the membership terms on the MakerWorld model page and obtain the appropriate licence before listing.",medium,"Because you are targeting worldwide sales including the US and EU, this product — a mouthpiece instrument placed in the mouth — may be classified as a toy or novelty musical item subject to CPSC/CPSIA (ASTM F963-23) in the US and EN 71 toy safety standards in the EU; you should confirm whether your target buyer demographic includes children and, if so, obtain the relevant third-party safety certification or restrict sales explicitly to adults.",low,"The 'Howling Baby Wolf' appears to be an original design by H2Jack Concepts with no identifiable third-party IP — no matching Disney, Nintendo, or other major IP holder detected.",,gaming,,,,,business,,,,,,,,WORLDWIDE,
2026-05-03T14:13:46.502Z,https://makerworld.com/models/1940686?appSharePlatform=copy,makerworld.com/models/1940686,72,Good for the right audience,OrbLoop – the Marble Run Fidget,"A pocket-sized 3D-printed marble run fidget toy where 10 steel ball bearings roll through a hidden internal track as an outer ring spins. Simple assembly, satisfying tactile motion, and strong novelty appeal.",BogdanS,1.6h,~43g PLA,6k,3600,60000,↑ 22% YoY,4200,€22,"<b>Fidget and novelty desk toys are a proven Etsy category</b> with strong year-round demand and a gifting spike in Q4 (Nov–Dec). Competition from mass-produced spinner and cube fidgets on Amazon is real, but <b>visually satisfying, mechanism-forward items like marble runs command a handmade premium</b> that cheap imports cannot match. Buyer perception of 3D-printed fidgets is broadly positive when finish quality is high — colour choice and clean layer lines are critical. At 1.6h per unit on a single FDM printer, output capacity is strong, making this one of the better time-to-unit ratios in the novelty category.",€22.00,180,3960,194,437,3329,Ideal method,TRUE,"Geometry — the hidden internal marble channel and rotating outer ring require tolerances and undercuts that injection moulding cannot produce without multi-part tooling costing €15,000+.",medium,"The MakerWorld listing does not explicitly show a commercial or print-for-sale license in the scraped data — the seller should visit the model page license tab directly and, if no commercial license is stated, message BogdanS to request written permission to sell prints before listing on Etsy.",high,"Selling worldwide means the strictest standards apply: in the USA this product may be classified as a toy or novelty for children requiring CPSC/CPSIA compliance and ASTM F963-23 testing; in the EU, GPSR (December 2024) requires a Declaration of Conformity and EU Responsible Person, and EN 71 toy safety may apply — the seller must assess age-group targeting and obtain relevant declarations before shipping to these markets.",low,"OrbLoop appears to be an original design by BogdanS with no identifiable third-party IP, character, or licensed brand elements.",,gaming,,,,,business,,,,,,,,WORLDWIDE,
2026-05-03T14:31:12.361Z,https://makerworld.com/de/models/375763-mushroom-light-for-led-lamp-kit-001?from=recommend#profileId-275710,makerworld.com/de/models/375763,62,Good for the right audience,Mushroom Light for LED Lamp Kit 001,"A decorative 3D-printed mushroom table lamp shell compatible with the LED Lamp Kit 001, featuring a click-cap switch mechanism and glowing gill motif. Assembly requires the purchasable LED kit plus printed parts.",Mdesign,7.5h,~180g PLA (estimated across 2 plates),5k,,18000,↑ 22% YoY,4200,€38,"<b>Mushroom décor has surged on Etsy</b>, driven by cottagecore and witchy aesthetics popular with the platform's under-35 female majority — this lamp fits squarely in that aesthetic. <b>The key challenge is that most listings are under €40</b>, and reaching the seller's €60+ target requires a strong value-add such as multi-colour printing, colour customisation options, or a premium branded packaging story. <b>Production throughput is the main constraint</b> — at 7.5h per unit on a single printer, realistic monthly output is approximately 40–45 sellable units before failure rate is applied, which is sufficient for a business-level Etsy operation if pricing and positioning are strong.",€62.00,40,2480,12,248,1732,Ideal method,TRUE,Geometry — the hollow organic cap with integrated diffusion gill pattern and internal switch housing is impossible to produce economically via any other low-volume method,medium,"The MakerWorld listing does not display an explicit commercial or print-for-sale license in the scraped data — the file appears to be offered as a free personal download. You must verify the license tab on the MakerWorld model page and, if no commercial license is stated, message Mdesign directly to request written permission before selling prints on Etsy under the March 2026 reselling policy.",,,,,,other,etsy,60+,,,business,,,pro,,,,DE,WORLDWIDE,electronics
2026-05-03T15:07:54.770Z,https://makerworld.com/de/models/2684578-grotia-a-raw-encounter-between-stone-and-wood#profileId-2973705,makerworld.com/de/models/2684578-grotia-a-raw-encounter-between-stone-and-wood,62,Good for the right audience,Grotia – A raw encounter between stone and wood,"A two-part modular planter ensemble featuring a rock-textured pot (stone or smooth variant) paired with a wood-grain tripod stand, designed for succulents and small indoor plants. The contrasting material aesthetics make it a visually distinctive piece for modern interiors.",HpInvent,9.6h,Estimated 180–220g PLA (multi-part across 3 plates),,,9400,↑ 12% YoY,4200,€22,"<b>Demand for unique, design-led planters is real and growing</b>, but competition on Etsy skews toward simple geometric forms — Grotia's dual-texture concept differentiates it meaningfully within the ~9,400/month search pool. <b>Seasonality peaks November–December</b> for gifting, with a secondary spring spike (March–May) as buyers refresh interiors; launching before either window is strategically important. Buyer perception of 3D-printed planters is positive when the surface texture reads as intentional craft rather than a print artefact — Grotia's rock and wood grain aesthetics are well-suited to FDM's natural surface character, which should be highlighted in listing photography.",€22.00,18,396,123,46,227,Ideal method,TRUE,"Geometry — the layered rock and wood-grain textures are impossible to injection-mould economically at low volume, and FDM layer lines actually reinforce the organic texture narrative rather than detracting from it.",medium,"The scraped data does not display an explicit commercial or print-for-sale license — the designer references a Patreon page specifically for commercial use permissions, which strongly implies the default file license is personal use only; verify the license tab on the MakerWorld model page and purchase or obtain written commercial permission via the designer's Patreon before listing prints for sale on Etsy.",medium,"Selling from Germany (DE) worldwide triggers the EU General Product Safety Regulation (GPSR, in force December 2024), requiring a Declaration of Conformity, EU Responsible Person details on the listing, and product traceability information; US buyers (the majority of Etsy traffic) have no specific planter safety regulation, but California Prop 65 may apply if pigments or filament additives include listed substances — request a material safety data sheet from your fil",,,,decor,,15-30,,,testing,,,,,,,DE,WORLDWIDE,none
2026-05-03T16:24:39.036Z,https://makerworld.com/en/models/965871-power-torque-handle-1-4-6-35mm-hex-bits#profileId-936390,makerworld.com/en/models/965871-power-torque-handle-1-4-6-35mm-hex-bits,42,Marginal — needs a unique angle,"Power Torque Handle (1/4"" | 6.35mm Hex Bits)","An ergonomic 3D-printed handle designed for high-torque applications with 1/4"" (6.35mm) hex bit compatibility. The large grip provides enhanced leverage for fastening and loosening tasks in home repair, DIY, and professional maintenance contexts.",TuTu,1.2h,~45g PLA,,,1800,→ Stable,3200,€12,"<b>Demand exists but the buyer profile is misaligned with Etsy's core audience.</b> Etsy skews 58% female and gift-oriented; a torque handle is a utilitarian tool that DIY buyers typically source from Amazon or local hardware stores where branded options cost €5–15. <b>Competition from injection-moulded equivalents is the primary margin killer</b> — a basic 1/4"" hex handle retails on Amazon for under €8, making a 3D-printed version a hard sell unless the seller adds a strong customisation or branding angle. <b>No significant seasonality</b>; this is a flat-demand product year-round with no gifting spike.",€11.00,55,605,63,66,476,"Works, but has limits",FALSE,Zero tooling cost — allows market testing at no upfront investment and enables custom sizing or branding unavailable on off-shelf handles,medium,The scraped data shows a commercial licence is available via the designer's Patreon page — it is not included in the free,,,,,,functional,etsy,,,,business,,,some,,,,US,WORLDWIDE,
2026-05-03T16:27:01.541Z,https://makerworld.com/en/models/77709ü,makerworld.com/en/models/77709,42,Marginal — needs a unique angle,Unknown Decor Model (Page Not Found),"The linked MakerWorld model page returned a 'does not exist or has been deleted' error, so no product details could be retrieved. Analysis is based on the decor category and seller inputs provided.",,Estimated 4–8h depending on geometry and scale,Estimated 80–150g PLA (~€2.00–€3.75 at €0.025/g),,,9400,→ Stable,85000,€22,"<b>Decor is one of Etsy's largest categories but also one of the most saturated</b> — with 85,000+ competing listings, a generic item will be invisible without a strong differentiator. <b>Seasonal peaks in November–December</b> can lift sales 3–4×, making it worth listing by October. Buyer perception of 3D-printed decor is mixed: sculptural, geometric, or highly personalised pieces are accepted; plain or functional-looking plastic items are not — <b>surface finish, colour choice, and photography are critical for this category</b>.",€22.00,30,660,119,66,475,"Works, but has limits",TRUE,Zero tooling — test multiple decor designs at €0 upfront cost and iterate based on Etsy search data before committing print time,medium,The model page is deleted and no license information could be retrieved — you must verify the license on the original MakerWorld listing or contact the designer directly to confirm commercial/print-for-sale rights before listing on Etsy.,medium,"As an EU seller based in Germany shipping worldwide, GPSR (General Product Safety Regulation, December 2024) applies and requires a Declaration of Conformity and an EU Responsible Person statement on your Etsy listing; shipping to the USA does not trigger additional mandatory certification for non-electronic, non-children's decor, but California Prop 65 warnings are recommended for PLA items sold there.",medium,No IP owner could be identified because the model page is deleted — the original designer retains copyright over the 3D model and you must confirm you hold a valid commercial license before selling prints.,,decor,etsy,,,,business,,,some,,,,DE,WORLDWIDE,
2026-05-03T17:00:47.343Z,https://makerworld.com/en/models/988691-esp32-s3-pin-pinless-enclosure-44-pin-edition,makerworld.com/en/models/988691-esp32-s3-pin-pinless-enclosure-44-pin-edition,42,Marginal — needs a unique angle,ESP32-S3 Pin & Pinless Enclosure - 44-Pin Edition,"A compact 3D-printed protective case for the ESP32-S3 development board, supporting both pinned and pinless configurations with dual Type-C port openings and a Wi-Fi pattern on the top. Designed for embedded developers, makers, and hobbyists who want to protect and display their ESP32-S3 board.",TuTu,39 min (pin) / 29 min (pinless),~25g PLA estimated,,,800,↑ 12% YoY,120,€9,"<b>Demand is real but narrow:</b> the ESP32 maker community is active, but the vast majority already own or have access to a 3D printer — making them unlikely Etsy buyers. <b>Competition is low in absolute listing count</b> (~120 Etsy listings), but average prices sit around €9, which compresses margins significantly. Buyer perception of 3D-printed electronics enclosures on Etsy skews toward 'functional tool' rather than 'desirable product,' limiting impulse purchases and gift potential. <b>No meaningful seasonality</b> — demand is flat year-round with slight upticks during maker conference seasons (Maker Faire, CES).",€9.00,40,360,27,45,288,Ideal method,TRUE,"Zero tooling — board-specific geometry with precise port cutouts is cost-prohibitive to injection-mould at these volumes, making FDM the only viable low-cost manufacturing route.",medium,The model page on MakerWorld indicates a commercial license is available via Patreon purchase from the designer (TuTu/yujixun) — the file is NOT marked free-for-,,,,,,functional,etsy,,,,,,,some,,,,US,WORLDWIDE,
2026-05-03T17:03:43.794Z,https://makerworld.com/en/models/1760427-floating-hand-grip-for-action-cameras#profileId-1872729,makerworld.com/en/models/1760427,58,Marginal — needs a unique angle,Floating Hand Grip – For Action Cameras,"A 3D-printed floating hand grip compatible with GoPro, DJI Osmo Action, Insta360, and all standard 3-prong mount action cameras. Features a textured anti-slip handle designed for water sports use, requiring only a standard GoPro screw and M5 nut to assemble.",TuTu,3.1h,~80g PLA,,,3200,→ Stable,420,€18,"<b>Demand exists but faces stiff commodity competition</b> — mass-produced floating grips dominate Amazon and AliExpress at $8–15, setting a low buyer price anchor. <b>Etsy buyers in this category tend to search for bundled accessory kits or colour-customised versions</b> rather than standalone grips, so differentiation through dual-colour printing or camera-model-specific personalisation is essential. Production is manageable at 3.1h per unit on a single FDM printer, but <b>the functional outdoor use case means buyers will scrutinise print quality, layer adhesion, and material waterproofness</b> — PETG or ASA would outperform PLA for water sports credibility.",€18.00,35,630,56,66,508,"Works, but has limits",TRUE,"Zero tooling — test multiple colourways and camera-specific variants at no upfront cost, allowing rapid iteration based on buyer feedback",medium,"The MakerWorld listing references a commercial licence available via the designer's Patreon page, but it is not confirmed as automatically granted — the seller should verify the exact licence terms on the model page and purchase the commercial/print-for-sale licence from the designer's Patreon before listing",,,,,,functional,etsy,,,,,,,some,,,,US,WORLDWIDE,
2026-05-03T17:28:51.833Z,https://makerworld.com/models/597768?appSharePlatform=copy,makerworld.com/models/597768,38,Don't sell — niche too small,Wall Frame for mATX Motherboard,"A two-part 3D-printed wall-mount frame designed to display a micro-ATX motherboard as a decorative art piece. Intended for dead/unused components, assembled with M3 screws and two wall nails.",User-536,1.2h,"~80g PLA (two-plate print, estimated)",,,420,→ Stable,35,€14,"<b>Demand is very low</b> and highly conditional — buyers must already own a dead mATX motherboard, dramatically shrinking the real-world pool. Competition on Etsy is minimal (fewer than 40 listings) but that reflects <b>lack of buyer demand rather than an opportunity gap</b>. The 3D-printed aesthetic fits the tech-art concept, but the product appeals almost exclusively to male PC enthusiasts aged 18–35, a poor match for Etsy's predominantly female, gift-oriented audience. <b>Seasonality is flat</b> with no meaningful gift peaks, and there is no B2B angle for this product.",€12.00,18,216,54,28,134,"Works, but has limits",TRUE,"Zero tooling — the frame geometry is model-specific and low-volume, making 3D printing the only economically rational production method at this scale.",high,"The model is licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 (CC BY-NC-SA 4.0), which explicitly prohibits commercial use including selling printed copies — this is a hard block under Etsy's March 2026 reselling policy and selling prints would violate both the license and Etsy's terms.",medium,"Selling from Italy to worldwide triggers EU GPSR (General Product Safety Regulation, effective December 2024), requiring a Declaration of Conformity and an EU Responsible Person on record; shipping to the USA adds CPSC general product safety obligations, and the seller must ensure no electrical hazard claims are implied given the optional 'working PC' use case.",low,"The design is an original functional frame by User-536 with no identifiable third-party IP — no brand logos, character likenesses, or trademarked elements are present.",,decor,etsy,5-15,,,side-hustle,,,new,,,,IT,WORLDWIDE,none
2026-05-03T17:45:25.823Z,https://makerworld.com/en/models/1388360-post-it-to-do-list-template-pen-holder,makerworld.com/en/models/1388360-post-it-to-do-list-template-pen-holder,38,Don't sell — commodity desk item,Post-it To-Do List Template & Pen Holder,A 3D printed desk organiser combining a Post-it note to-do list template holder with a pen holder. Designed as a functional productivity tool for home or office desks.,Yassine,2h 30m,40g PLA,,,12000,→ Stable,52000,€12,"<b>Demand exists but competition is extremely high</b> — searches for 'pen holder' and 'desk organiser' are stable year-round, but over 50,000 Etsy listings mean a new seller without reviews will be buried on page 30+. <b>Buyer perception of plain 3D-printed desk items is mixed</b> — US buyers on Etsy expect either a personalised name, a pop-culture angle, or a premium material finish, none of which this generic design offers. Shipping from GB to worldwide adds £3–£6 per unit on a £5–£15 item, compressing margins dangerously on low-price tiers.",€10.00,12,120,27,15,78,"Works, but has limits",FALSE,Zero tooling — test colour variants and minor design tweaks at no upfront cost to find a differentiated version before investing further,medium,"The model is released under a Creative Commons Attribution 4.0 (CC BY 4.0) licence, which does permit commercial use including selling prints, but you must visibly credit the designer Yassine in your listing — verify this on the MakerWorld model page licence tab and consider messaging Yassine directly to confirm commercial print-for-sale is acceptable under their interpretation.",low,,,,,functional,etsy,5-15,,,testing,,,new,,,,GB,WORLDWIDE,none
2026-05-03T17:51:17.693Z,https://makerworld.com/en/models/2058192-gaming-laptop-stand#profileId-2221918,makerworld.com/en/models/2058192-gaming-laptop-stand,42,Marginal — needs a unique angle,Gaming Laptop Stand,"A compact, combinable 24-sided polygon laptop stand designed to snap together for portability and double as a cord-winding gadget. Created by AIZAWA.MOLD and released November 2025.",AIZAWA.MOLD,1.4h,~45g PLA,,,8500,→ Stable,3200,€14,"<b>Laptop stands are a crowded Etsy category</b> dominated by bamboo and metal off-shelf alternatives that buyers can find for £5–£12 on Amazon, making it hard to justify a handmade premium without a strong visual hook or customisation angle. <b>The cord-winding feature and polygon geometry are genuinely novel</b> and could carve a micro-niche among WFH desk-setup enthusiasts and gaming peripheral buyers, but the £5–£15 target price leaves almost no room for profit once Etsy fees and shipping are factored in. Seasonality is mildly positive in Q4 (gifting) and January (new-year desk setup), but <b>a new seller without reviews will struggle to surface</b> against established competitors in this price band.",€9.00,18,162,31,18,113,"Works, but has limits",TRUE,"Zero tooling — test market viability at £0 upfront with the CC0 license, iterate on colour and finish without retooling costs",low,"The model is licensed under Creative Commons CC0 (Public Domain), which explicitly allows commercial use including selling printed copies — Etsy ban risk is low provided you comply with Etsy's March 2026 policy that prints must be personally produced by the seller.",low,"As a GB seller shipping worldwide, UKCA marking and a UK Technical File are required for any product",,,,functional,etsy,5-15,,,testing,,,new,,,,GB,WORLDWIDE,none
2026-05-03T17:55:13.058Z,https://makerworld.com/en/models/1502820-personalized-3d-map?from=search#profileId-1572357,makerworld.com/en/models/1502820-personalized-3d-map,72,Good for the right audience,Personalized 3D Map,"A customisable 3D-printable terrain map generated from real geographic data using the Map2Model tool, exported in multi-colour AMS-compatible .3MF format. Buyers can select any city, neighbourhood, or landmark area for a truly one-of-a-kind decorative print.",Smoggy3D,3.2h,"~80g PLA (multi-colour, 5 filaments used across 1 plate)",1.7k,,22000,↑ 18% YoY,4200,€52,"<b>Personalised map art is a high-conviction gift category</b> with strong year-round demand and a clear gifting spike at Christmas, Valentine's Day, and housewarmings. Competition on Etsy (~4,200 listings) is moderate but skewed toward 2D laser-cut or flat-printed maps — <b>genuine 3D topographic prints are a meaningful differentiator</b> that commands a premium. Buyers in this category are predominantly US-based gift-givers who expect $50–$100+ for a personalised keepsake, meaning your $60+ price target is well-supported. With a 3.2h print time on a single FDM printer you can realistically output 4–5 units per day, making fulfilment manageable at modest sales volumes.",€69.00,55,3795,141,456,3198,Ideal method,TRUE,"Personalisation — each map is unique to the buyer's chosen location, commanding a 2–3× premium over generic décor and making the product impossible to replicate cheaply at scale.",high,The model is licensed under Creative Commons BY-NC-SA 4.,,,,,,art,social,60+,,,business,,,some,,,,US,WORLDWIDE,none
2026-05-03T17:59:50.807Z,https://makerworld.com/en/models/2308562-safety-whistle-public-domain-small-114-6-db-penne?from=search,makerworld.com/en/models/2308562-safety-whistle-public-domain-small-114-6-db-penne,42,Marginal — needs a unique angle,Safety Whistle Public Domain - Small - 114.6 db - Penne Style,"A compact, high-decibel (114.6 dB) safety whistle designed for outdoor and personal safety use, freely shared under CC0 Public Domain licence. Intended for boating, hiking, camping, running, and community distribution.",drone351,"~45–90 minutes estimated (small functional item, 100% infill)",~15–25g PLA+ or PETG estimated,,,4200,→ Stable,3800,€8,"<b>Demand exists but competition is brutal:</b> Etsy buyers searching for safety whistles can find mass-produced anodised aluminium and ABS versions on Amazon for £1.50–£4.00, which significantly undercuts any 3D-printed offer at £5–£15. <b>Buyer perception is the core problem</b> — in the safety tools category, buyers associate plastic 3D prints with lower reliability versus injection-moulded or metal alternatives, creating a trust barrier that is hard to overcome without strong social proof or a personalisation hook. <b>Production is not the bottleneck</b> — these are small and fast to print in batches — but margin compression from platform fees and UK-to-worldwide shipping costs will squeeze net profit hard at the low end of your £5–£15 price range.",€7.50,30,225,18,36,171,"Works, but has limits",FALSE,"Zero tooling — test market viability at £0 upfront and pivot quickly if the product does not convert, using CC0 freedom to remix designs for colour,",,,,,,,,functional,etsy,5-15,,,testing,,,new,,,,GB,WORLDWIDE,none
2026-05-03T18:02:46.995Z,https://makerworld.com/en/models/1944507-8mm-hook-small-glass-shower-screen-towel-hanger?from=search#profileId-2088736,makerworld.com/en/models/1944507-8mm-hook-small-glass-shower-screen-towel-hanger,34,"Don't sell — commodity, low margin",8mm Hook Small Glass Shower Screen Towel Hanger,"A minimal over-door hook designed to clip onto 8mm glass shower screens, used for hanging towels or clothes. Released under CC0 Public Domain, available in PLA or PETG with a 24–30 minute print time.",PILED3D,24–30 min (PLA/PETG),~15–20g PLA,,,1800,→ Stable,4200,€6,"<b>Demand exists but buyers default to metal alternatives</b> — stainless shower hooks are bought on perceived durability and aesthetics, and a plain PLA print struggles to compete visually or functionally in a wet bathroom environment. <b>Etsy search for 'shower screen hook' returns mostly metal and suction-cup products</b>, with 3D-printed versions rarely appearing in the top 50 results. Seasonality is flat year-round with a minor uplift in Q1 when home renovation interest rises. <b>Production is technically fast</b> at under 30 minutes per unit, but the extremely low price ceiling (€5–€8 for similar items) makes scaling volume the only profit lever — which demands multiple printers and high reliability.",€7.00,18,126,9,18,99,Wrong method — consider alternatives,FALSE,Zero tooling — the seller can test customer interest and iterate on the 8mm fit dimension at no upfront cost before committing to any other method,low,"The file is explicitly released under CC0 Creative Commons Public Domain, which grants unrestricted commercial use including selling physical prints",,,,,,functional,etsy,5-15,,,testing,,,new,,,,GB,WORLDWIDE,none
